method: com.coveros.training.authentication.LoginServlet.doPost | lines: 27:50 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/authentication/LoginServlet.java
commit: 86e58a92d50a9b0fc7e65a8c59c6af2575798b05 | author: Byron Katz
method: com.coveros.training.mathematics.FibonacciIterative.fibAlgo1 | lines: 17:46 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/mathematics/FibonacciIterative.java
commit: c6f758b7e48f9e6ae545f6d6906f28ab1b8c6d72 | author: Byron Katz
commit: f0a0b73a3330fb580046f07e9ac4aafa7fcc38b4 | author: Byron Katz
commit: 79edb576f00f9bfb2b7d319941fd81f75a90e8fd | author: Byron Katz
commit: 6095c0a54067b9fc34c61813391d9660370c20b3 | author: Byron Katz
method: com.coveros.training.mathematics.FibonacciIterative.fibAlgo2 | lines: 48:64 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/mathematics/FibonacciIterative.java
commit: c6f758b7e48f9e6ae545f6d6906f28ab1b8c6d72 | author: Byron Katz
commit: 79edb576f00f9bfb2b7d319941fd81f75a90e8fd | author: Byron Katz
commit: 6095c0a54067b9fc34c61813391d9660370c20b3 | author: Byron Katz
method: com.coveros.training.mathematics.FunctionalField.field | lines: 8:10 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/mathematics/FunctionalField.java
commit: de199f7d3edd3b36ceac821a6ee1f7b7c92e29e2 | author: Byron Katz
commit: c6f758b7e48f9e6ae545f6d6906f28ab1b8c6d72 | author: Byron Katz
commit: 6095c0a54067b9fc34c61813391d9660370c20b3 | author: Byron Katz
method: com.coveros.training.mathematics.MathServlet.doPost | lines: 30:42 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/mathematics/MathServlet.java
commit: b157c48becf8e9823ceda7fffac877c6e89de3a7 | author: Byron Katz
commit: efde5332a9f33fd1cb7962f675ef6f9a80507f6e | author: Byron Katz
commit: 1a07b46b2a555f84a6a47ad4361b6af0e9a03216 | author: Byron Katz
commit: d9016ccd455ce8b2dda7e7f8fb609e105c6ff325 | author: Byron Katz
commit: 409803d575a5efe35b3a6b786761edeb4ff295d7 | author: Byron Katz
commit: 8d51efe28f238e053461eea6629601a5e3500216 | author: Byron Katz
commit: 62eb07e7f80da0010bfb436b1da567b004d336c1 | author: Byron Katz
commit: 5257e6260d883e439a5212f13a57b3f427954ba3 | author: Byron Katz
commit: 0e52cad943666c892be9ef0c5e05438293c739c4 | author: Byron Katz
commit: 96322cdd539d90f06fec7c227e17caa4b32cf8cd | author: Byron Katz
commit: 4355506fbd7aac1f83fcd4f07d6308c62f064d68 | author: Byron Katz
method: com.coveros.training.mathematics.MathServlet.forwardToResult | lines: 47:49 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/mathematics/MathServlet.java
commit: 95f2f4e3dd085cd3120bcb3d916be291c8729a42 | author: Byron Katz
commit: efde5332a9f33fd1cb7962f675ef6f9a80507f6e | author: Byron Katz
commit: 1a07b46b2a555f84a6a47ad4361b6af0e9a03216 | author: Byron Katz
commit: d9016ccd455ce8b2dda7e7f8fb609e105c6ff325 | author: Byron Katz
commit: 409803d575a5efe35b3a6b786761edeb4ff295d7 | author: Byron Katz
commit: 8d51efe28f238e053461eea6629601a5e3500216 | author: Byron Katz
commit: 62eb07e7f80da0010bfb436b1da567b004d336c1 | author: Byron Katz
commit: 5257e6260d883e439a5212f13a57b3f427954ba3 | author: Byron Katz
commit: 0e52cad943666c892be9ef0c5e05438293c739c4 | author: Byron Katz
commit: 96322cdd539d90f06fec7c227e17caa4b32cf8cd | author: Byron Katz
commit: 4355506fbd7aac1f83fcd4f07d6308c62f064d68 | author: Byron Katz
method: com.coveros.training.mathematics.MathServlet.putNumberInRequest | lines: 23:27 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/mathematics/MathServlet.java
commit: efde5332a9f33fd1cb7962f675ef6f9a80507f6e | author: Byron Katz
commit: 1a07b46b2a555f84a6a47ad4361b6af0e9a03216 | author: Byron Katz
commit: d9016ccd455ce8b2dda7e7f8fb609e105c6ff325 | author: Byron Katz
commit: 409803d575a5efe35b3a6b786761edeb4ff295d7 | author: Byron Katz
commit: 8d51efe28f238e053461eea6629601a5e3500216 | author: Byron Katz
commit: 62eb07e7f80da0010bfb436b1da567b004d336c1 | author: Byron Katz
commit: 5257e6260d883e439a5212f13a57b3f427954ba3 | author: Byron Katz
commit: 0e52cad943666c892be9ef0c5e05438293c739c4 | author: Byron Katz
commit: 96322cdd539d90f06fec7c227e17caa4b32cf8cd | author: Byron Katz
commit: 4355506fbd7aac1f83fcd4f07d6308c62f064d68 | author: Byron Katz
method: com.coveros.training.mathematics.MathServlet.setResultToSum | lines: 54:57 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/mathematics/MathServlet.java
commit: 3556a1bbe7555112d09f4ce084b051c290ad9dc2 | author: Byron Katz
commit: c144c05aa2193e7ecbdaa6e51da4f580f544d353 | author: Byron Katz
commit: efde5332a9f33fd1cb7962f675ef6f9a80507f6e | author: Byron Katz
commit: 1a07b46b2a555f84a6a47ad4361b6af0e9a03216 | author: Byron Katz
commit: d9016ccd455ce8b2dda7e7f8fb609e105c6ff325 | author: Byron Katz
commit: 409803d575a5efe35b3a6b786761edeb4ff295d7 | author: Byron Katz
commit: 8d51efe28f238e053461eea6629601a5e3500216 | author: Byron Katz
commit: 62eb07e7f80da0010bfb436b1da567b004d336c1 | author: Byron Katz
commit: 5257e6260d883e439a5212f13a57b3f427954ba3 | author: Byron Katz
commit: 0e52cad943666c892be9ef0c5e05438293c739c4 | author: Byron Katz
commit: 96322cdd539d90f06fec7c227e17caa4b32cf8cd | author: Byron Katz
commit: 4355506fbd7aac1f83fcd4f07d6308c62f064d68 | author: Byron Katz
method: com.coveros.training.mathematics.TailRecursive.tailie | lines: 11:22 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/mathematics/TailRecursive.java
commit: c6f758b7e48f9e6ae545f6d6906f28ab1b8c6d72 | author: Byron Katz
commit: 6095c0a54067b9fc34c61813391d9660370c20b3 | author: Byron Katz
method: com.coveros.training.mathematics.TailRecursive$$.epsilon | lines: 27:34 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/mathematics/TailRecursive.java
commit: c6f758b7e48f9e6ae545f6d6906f28ab1b8c6d72 | author: Byron Katz
commit: 6095c0a54067b9fc34c61813391d9660370c20b3 | author: Byron Katz
method: com.coveros.training.persistence.DbServlet.DbServlet | lines: 19:21 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/persistence/DbServlet.java
commit: 626af93e082ddb1514c38041d8272f85499c84e8 | author: Byron Katz
method: com.coveros.training.persistence.DbServlet.DbServlet | lines: 19:21 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/persistence/DbServlet.java
commit: 626af93e082ddb1514c38041d8272f85499c84e8 | author: Byron Katz
method: com.coveros.training.persistence.DbServlet.doGet | lines: 31:52 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/persistence/DbServlet.java
commit: 626af93e082ddb1514c38041d8272f85499c84e8 | author: Byron Katz
commit: ce0f52a5c534621059ad3774eed71afd9487fe9e | author: Byron Katz
commit: 4e609b62eadca044ddb3853921646fced21de12d | author: Byron Katz
commit: efde5332a9f33fd1cb7962f675ef6f9a80507f6e | author: Byron Katz
commit: 2d24dba562f3a284a5dd74639f0c033fb454f8b6 | author: Byron Katz
commit: 1a07b46b2a555f84a6a47ad4361b6af0e9a03216 | author: Byron Katz
commit: e0c3c29f8e542f158381318464e52a2557f8bcab | author: Byron Katz
commit: f1a21f58888bf5fff2082ab4b5f27ce0cdc3b8ad | author: Byron Katz
commit: 79d08f61d1b965c8ad37c7b8bafa269b1afe7386 | author: Byron Katz
commit: 2abd7d4efaf910be4f6d9fc6410f5677edc17dcb | author: Byron Katz
commit: 45b543bba4b60709c0086ba0c96bab7d13098d2d | author: Byron Katz
commit: 0ded33dbac4e6fb42765f63f3420eeeecc387baf | author: Byron Katz
commit: f14a1abcf10dfe2892c57147318661b6d50b1b82 | author: Byron Katz
commit: b55b46891aaf308025be1cdb52838b4a5c9d87d5 | author: Byron Katz
commit: c0ac814045b3d376d4de09a468dd70040e5df089 | author: Byron Katz
commit: b376aeae6d02da5933c9fe42130b5297312bb168 | author: Byron Katz
method: com.coveros.training.persistence.EmptyDataSource.getConnection | lines: 16:18 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/persistence/EmptyDataSource.java
commit: efde5332a9f33fd1cb7962f675ef6f9a80507f6e | author: Byron Katz
commit: b4fb88e725c52b774554db490eb4c8d2fad8cadb | author: Byron Katz
commit: 340f96edca25606f0cff6b33ea493e92a039c10a | author: Byron Katz
method: com.coveros.training.persistence.EmptyDataSource.getConnection | lines: 16:18 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/persistence/EmptyDataSource.java
commit: efde5332a9f33fd1cb7962f675ef6f9a80507f6e | author: Byron Katz
commit: b4fb88e725c52b774554db490eb4c8d2fad8cadb | author: Byron Katz
commit: 340f96edca25606f0cff6b33ea493e92a039c10a | author: Byron Katz
method: com.coveros.training.persistence.EmptyDataSource.getLogWriter | lines: 36:38 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/persistence/EmptyDataSource.java
commit: efde5332a9f33fd1cb7962f675ef6f9a80507f6e | author: Byron Katz
commit: b4fb88e725c52b774554db490eb4c8d2fad8cadb | author: Byron Katz
commit: 340f96edca25606f0cff6b33ea493e92a039c10a | author: Byron Katz
method: com.coveros.training.persistence.EmptyDataSource.getLoginTimeout | lines: 51:53 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/persistence/EmptyDataSource.java
commit: efde5332a9f33fd1cb7962f675ef6f9a80507f6e | author: Byron Katz
commit: b4fb88e725c52b774554db490eb4c8d2fad8cadb | author: Byron Katz
commit: 340f96edca25606f0cff6b33ea493e92a039c10a | author: Byron Katz
method: com.coveros.training.persistence.EmptyDataSource.getParentLogger | lines: 56:58 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/persistence/EmptyDataSource.java
commit: efde5332a9f33fd1cb7962f675ef6f9a80507f6e | author: Byron Katz
commit: b4fb88e725c52b774554db490eb4c8d2fad8cadb | author: Byron Katz
commit: 340f96edca25606f0cff6b33ea493e92a039c10a | author: Byron Katz
method: com.coveros.training.persistence.EmptyDataSource.isWrapperFor | lines: 31:33 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/persistence/EmptyDataSource.java
commit: efde5332a9f33fd1cb7962f675ef6f9a80507f6e | author: Byron Katz
commit: b4fb88e725c52b774554db490eb4c8d2fad8cadb | author: Byron Katz
commit: 340f96edca25606f0cff6b33ea493e92a039c10a | author: Byron Katz
method: com.coveros.training.persistence.EmptyDataSource.setLogWriter | lines: 41:43 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/persistence/EmptyDataSource.java
commit: efde5332a9f33fd1cb7962f675ef6f9a80507f6e | author: Byron Katz
commit: b4fb88e725c52b774554db490eb4c8d2fad8cadb | author: Byron Katz
commit: 340f96edca25606f0cff6b33ea493e92a039c10a | author: Byron Katz
method: com.coveros.training.persistence.EmptyDataSource.setLoginTimeout | lines: 46:48 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/persistence/EmptyDataSource.java
commit: efde5332a9f33fd1cb7962f675ef6f9a80507f6e | author: Byron Katz
commit: b4fb88e725c52b774554db490eb4c8d2fad8cadb | author: Byron Katz
commit: 340f96edca25606f0cff6b33ea493e92a039c10a | author: Byron Katz
method: com.coveros.training.persistence.EmptyDataSource.unwrap | lines: 26:28 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/persistence/EmptyDataSource.java
commit: efde5332a9f33fd1cb7962f675ef6f9a80507f6e | author: Byron Katz
commit: b4fb88e725c52b774554db490eb4c8d2fad8cadb | author: Byron Katz
commit: 340f96edca25606f0cff6b33ea493e92a039c10a | author: Byron Katz
method: com.coveros.training.persistence.ParameterObject.ParameterObject | lines: 24:27 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/persistence/ParameterObject.java
commit: cdf5f5f8d254f0c7428f211b0216569c1c26a760 | author: Byron Katz
commit: efde5332a9f33fd1cb7962f675ef6f9a80507f6e | author: Byron Katz
commit: 23ac52d87ae43dc548fd4a92bdb611af073f0f79 | author: Byron Katz
commit: 2628a8d96c163ade0bdc94a1002b16cb4b156965 | author: Byron Katz
commit: 1fd4dc57e75d4f107d86b0afd574060f4d6b6b73 | author: Byron Katz
method: com.coveros.training.persistence.ParameterObject.createEmpty | lines: 55:57 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/persistence/ParameterObject.java
commit: cdf5f5f8d254f0c7428f211b0216569c1c26a760 | author: Byron Katz
commit: efde5332a9f33fd1cb7962f675ef6f9a80507f6e | author: Byron Katz
commit: 23ac52d87ae43dc548fd4a92bdb611af073f0f79 | author: Byron Katz
commit: 1fd4dc57e75d4f107d86b0afd574060f4d6b6b73 | author: Byron Katz
method: com.coveros.training.persistence.ParameterObject.equals | lines: 29:44 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/persistence/ParameterObject.java
commit: 0f3b02dfccc94e847d68e947494db72cfcf0b9d1 | author: Byron Katz
commit: cdf5f5f8d254f0c7428f211b0216569c1c26a760 | author: Byron Katz
commit: 62a21e97e4a76ae48643408ecbcf3b45feaa5225 | author: Byron Katz
commit: efde5332a9f33fd1cb7962f675ef6f9a80507f6e | author: Byron Katz
commit: 1fd4dc57e75d4f107d86b0afd574060f4d6b6b73 | author: Byron Katz
method: com.coveros.training.persistence.ParameterObject.hashCode | lines: 46:53 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/persistence/ParameterObject.java
commit: efde5332a9f33fd1cb7962f675ef6f9a80507f6e | author: Byron Katz
commit: 1fd4dc57e75d4f107d86b0afd574060f4d6b6b73 | author: Byron Katz
method: com.coveros.training.persistence.ParameterObject.isEmpty | lines: 59:61 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/persistence/ParameterObject.java
commit: efde5332a9f33fd1cb7962f675ef6f9a80507f6e | author: Byron Katz
commit: 1fd4dc57e75d4f107d86b0afd574060f4d6b6b73 | author: Byron Katz
method: com.coveros.training.persistence.ParameterObject.toString | lines: 63:65 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/persistence/ParameterObject.java
commit: efde5332a9f33fd1cb7962f675ef6f9a80507f6e | author: Byron Katz
commit: 23ac52d87ae43dc548fd4a92bdb611af073f0f79 | author: Byron Katz
method: com.coveros.training.persistence.PersistenceLayer.PersistenceLayer | lines: 37:39 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/persistence/PersistenceLayer.java
commit: 9e1a2987331ec795a6877606ad45adbb51d471d4 | author: Byron Katz
commit: 340f96edca25606f0cff6b33ea493e92a039c10a | author: Byron Katz
commit: 461ccf574cf733091a83990c41d7da9e63c5cfd6 | author: Byron Katz
commit: 41ac804af51d72cb47720a7932e7ab21fabe95a2 | author: Byron Katz
commit: d20ee82d765f8c802d3d25cf399d51d9d42a0e7f | author: Byron Katz
method: com.coveros.training.persistence.PersistenceLayer.PersistenceLayer | lines: 37:39 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/persistence/PersistenceLayer.java
commit: 9e1a2987331ec795a6877606ad45adbb51d471d4 | author: Byron Katz
commit: 340f96edca25606f0cff6b33ea493e92a039c10a | author: Byron Katz
commit: 461ccf574cf733091a83990c41d7da9e63c5cfd6 | author: Byron Katz
commit: 41ac804af51d72cb47720a7932e7ab21fabe95a2 | author: Byron Katz
commit: d20ee82d765f8c802d3d25cf399d51d9d42a0e7f | author: Byron Katz
method: com.coveros.training.persistence.PersistenceLayer.areCredentialsValid | lines: 473:485 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/persistence/PersistenceLayer.java
commit: 99008cb5ce18edfa2d9327e1afd4011c742a5a9e | author: Byron Katz
commit: 279796fab7e9f2e8c787d5c519e63df4dc3e5163 | author: Byron Katz
commit: e4d1be55f82f51b456d5e42daf6b68c7ce219e1b | author: Byron Katz
commit: 0f3b02dfccc94e847d68e947494db72cfcf0b9d1 | author: Byron Katz
commit: de199f7d3edd3b36ceac821a6ee1f7b7c92e29e2 | author: Byron Katz
commit: cdf5f5f8d254f0c7428f211b0216569c1c26a760 | author: Byron Katz
commit: 62a21e97e4a76ae48643408ecbcf3b45feaa5225 | author: Byron Katz
commit: 0f62ba7d2009b71fc18f0ff8a57942fca0e70d56 | author: Byron Katz
commit: efde5332a9f33fd1cb7962f675ef6f9a80507f6e | author: Byron Katz
commit: 41c6848b6ce8c809d95ff54183fa3e07832ae3d0 | author: Byron Katz
commit: 258993af613030fef7bc327efb0fc8ef886a8d79 | author: Byron Katz
commit: 0cc6e2ffa8547ed00e234ff3f74ea4a6d16111bd | author: Byron Katz
method: com.coveros.training.persistence.PersistenceLayer.bytesToHex | lines: 523:531 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/persistence/PersistenceLayer.java
commit: 279796fab7e9f2e8c787d5c519e63df4dc3e5163 | author: Byron Katz
commit: 258993af613030fef7bc327efb0fc8ef886a8d79 | author: Byron Katz
commit: 0cc6e2ffa8547ed00e234ff3f74ea4a6d16111bd | author: Byron Katz
method: com.coveros.training.persistence.PersistenceLayer.cleanAndMigrateDatabase | lines: 600:603 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/persistence/PersistenceLayer.java
commit: 2d24dba562f3a284a5dd74639f0c033fb454f8b6 | author: Byron Katz
commit: 2abd7d4efaf910be4f6d9fc6410f5677edc17dcb | author: Byron Katz
commit: 45b543bba4b60709c0086ba0c96bab7d13098d2d | author: Byron Katz
method: com.coveros.training.persistence.PersistenceLayer.cleanDatabase | lines: 606:609 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/persistence/PersistenceLayer.java
commit: 2d24dba562f3a284a5dd74639f0c033fb454f8b6 | author: Byron Katz
commit: 2abd7d4efaf910be4f6d9fc6410f5677edc17dcb | author: Byron Katz
commit: 45b543bba4b60709c0086ba0c96bab7d13098d2d | author: Byron Katz
method: com.coveros.training.persistence.PersistenceLayer.configureFlyway | lines: 617:622 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/persistence/PersistenceLayer.java
commit: efde5332a9f33fd1cb7962f675ef6f9a80507f6e | author: Byron Katz
commit: 2d24dba562f3a284a5dd74639f0c033fb454f8b6 | author: Byron Katz
commit: 9e1a2987331ec795a6877606ad45adbb51d471d4 | author: Byron Katz
commit: 2abd7d4efaf910be4f6d9fc6410f5677edc17dcb | author: Byron Katz
commit: 45b543bba4b60709c0086ba0c96bab7d13098d2d | author: Byron Katz
method: com.coveros.training.persistence.PersistenceLayer.createEmpty | lines: 545:547 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/persistence/PersistenceLayer.java
commit: 279796fab7e9f2e8c787d5c519e63df4dc3e5163 | author: Byron Katz
method: com.coveros.training.persistence.PersistenceLayer.createExtractor | lines: 290:294 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/persistence/PersistenceLayer.java
commit: 99008cb5ce18edfa2d9327e1afd4011c742a5a9e | author: Byron Katz
commit: e4d1be55f82f51b456d5e42daf6b68c7ce219e1b | author: Byron Katz
commit: 0f3b02dfccc94e847d68e947494db72cfcf0b9d1 | author: Byron Katz
commit: de199f7d3edd3b36ceac821a6ee1f7b7c92e29e2 | author: Byron Katz
commit: 0f62ba7d2009b71fc18f0ff8a57942fca0e70d56 | author: Byron Katz
commit: efde5332a9f33fd1cb7962f675ef6f9a80507f6e | author: Byron Katz
commit: 41c6848b6ce8c809d95ff54183fa3e07832ae3d0 | author: Byron Katz
commit: 258993af613030fef7bc327efb0fc8ef886a8d79 | author: Byron Katz
commit: 340f96edca25606f0cff6b33ea493e92a039c10a | author: Byron Katz
commit: 461ccf574cf733091a83990c41d7da9e63c5cfd6 | author: Byron Katz
commit: 41ac804af51d72cb47720a7932e7ab21fabe95a2 | author: Byron Katz
commit: 0cc6e2ffa8547ed00e234ff3f74ea4a6d16111bd | author: Byron Katz
commit: b1f284a22756478a8f5c9df5f89d7f589debe8b9 | author: Byron Katz
commit: 871ecc47278f4a87c097397a494cb6f0dc2a3e22 | author: Byron Katz
commit: acbe0848427328f8b7a1417cbaec7249c52b2685 | author: Byron Katz
commit: 3016a7a223b1805cac1847f8fa3b55b6a48b53d3 | author: Byron Katz
method: com.coveros.training.persistence.PersistenceLayer.createHashedValueFromPassword | lines: 505:515 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/persistence/PersistenceLayer.java
commit: c828aa612929b78514f14fb2a68bbba4ef6711b7 | author: Byron Katz
commit: 0f3b02dfccc94e847d68e947494db72cfcf0b9d1 | author: Byron Katz
commit: efde5332a9f33fd1cb7962f675ef6f9a80507f6e | author: Byron Katz
commit: 258993af613030fef7bc327efb0fc8ef886a8d79 | author: Byron Katz
commit: 0cc6e2ffa8547ed00e234ff3f74ea4a6d16111bd | author: Byron Katz
method: com.coveros.training.persistence.PersistenceLayer.createLoan | lines: 230:234 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/persistence/PersistenceLayer.java
commit: f7fd50caa0cc8b63fbaee01d6eb1a514b3abce41 | author: Byron Katz
commit: 0f3b02dfccc94e847d68e947494db72cfcf0b9d1 | author: Byron Katz
commit: de199f7d3edd3b36ceac821a6ee1f7b7c92e29e2 | author: Byron Katz
commit: cdf5f5f8d254f0c7428f211b0216569c1c26a760 | author: Byron Katz
commit: efde5332a9f33fd1cb7962f675ef6f9a80507f6e | author: Byron Katz
commit: c94b14202324c6300f0a207a053410ef00f84820 | author: Byron Katz
commit: 340f96edca25606f0cff6b33ea493e92a039c10a | author: Byron Katz
commit: 2628a8d96c163ade0bdc94a1002b16cb4b156965 | author: Byron Katz
commit: 1fd4dc57e75d4f107d86b0afd574060f4d6b6b73 | author: Byron Katz
commit: 79a0a3e9183f3b0193232a1720ccab39f396a0b3 | author: Byron Katz
commit: 4ef3c45d9b63c0d8868f608468c16c9d30100af3 | author: Byron Katz
method: com.coveros.training.persistence.PersistenceLayer.deleteBook | lines: 257:262 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/persistence/PersistenceLayer.java
commit: c828aa612929b78514f14fb2a68bbba4ef6711b7 | author: Byron Katz
commit: f7fd50caa0cc8b63fbaee01d6eb1a514b3abce41 | author: Byron Katz
commit: 0f3b02dfccc94e847d68e947494db72cfcf0b9d1 | author: Byron Katz
commit: cdf5f5f8d254f0c7428f211b0216569c1c26a760 | author: Byron Katz
commit: 7a3a6d18668b325fe5548cc298e64626a5e24826 | author: Byron Katz
method: com.coveros.training.persistence.PersistenceLayer.deleteBorrower | lines: 266:271 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/persistence/PersistenceLayer.java
commit: c828aa612929b78514f14fb2a68bbba4ef6711b7 | author: Byron Katz
commit: f7fd50caa0cc8b63fbaee01d6eb1a514b3abce41 | author: Byron Katz
commit: 0f3b02dfccc94e847d68e947494db72cfcf0b9d1 | author: Byron Katz
commit: cdf5f5f8d254f0c7428f211b0216569c1c26a760 | author: Byron Katz
commit: e178e016c1690559c05c53891c7ed9d759df7cd9 | author: Byron Katz
method: com.coveros.training.persistence.PersistenceLayer.executeInsertOnPreparedStatement | lines: 98:111 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/persistence/PersistenceLayer.java
commit: cdf5f5f8d254f0c7428f211b0216569c1c26a760 | author: Byron Katz
commit: c94b14202324c6300f0a207a053410ef00f84820 | author: Byron Katz
commit: 721cf5af531e4860c47859fccee683d8b6b8ab75 | author: Byron Katz
commit: 258993af613030fef7bc327efb0fc8ef886a8d79 | author: Byron Katz
commit: 340f96edca25606f0cff6b33ea493e92a039c10a | author: Byron Katz
method: com.coveros.training.persistence.PersistenceLayer.executeUpdateOnPreparedStatement | lines: 114:117 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/persistence/PersistenceLayer.java
commit: cdf5f5f8d254f0c7428f211b0216569c1c26a760 | author: Byron Katz
commit: 45b543bba4b60709c0086ba0c96bab7d13098d2d | author: Byron Katz
commit: c94b14202324c6300f0a207a053410ef00f84820 | author: Byron Katz
method: com.coveros.training.persistence.PersistenceLayer.executeUpdateTemplate | lines: 71:80 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/persistence/PersistenceLayer.java
commit: f7fd50caa0cc8b63fbaee01d6eb1a514b3abce41 | author: Byron Katz
commit: cdf5f5f8d254f0c7428f211b0216569c1c26a760 | author: Byron Katz
commit: c94b14202324c6300f0a207a053410ef00f84820 | author: Byron Katz
commit: 77a7290214f54ece69c3f0e467730550de35ddad | author: Byron Katz
commit: 258993af613030fef7bc327efb0fc8ef886a8d79 | author: Byron Katz
commit: 340f96edca25606f0cff6b33ea493e92a039c10a | author: Byron Katz
commit: 461ccf574cf733091a83990c41d7da9e63c5cfd6 | author: Byron Katz
commit: 41ac804af51d72cb47720a7932e7ab21fabe95a2 | author: Byron Katz
commit: 2628a8d96c163ade0bdc94a1002b16cb4b156965 | author: Byron Katz
commit: 1fd4dc57e75d4f107d86b0afd574060f4d6b6b73 | author: Byron Katz
commit: 79a0a3e9183f3b0193232a1720ccab39f396a0b3 | author: Byron Katz
commit: 0cc6e2ffa8547ed00e234ff3f74ea4a6d16111bd | author: Byron Katz
commit: b1f284a22756478a8f5c9df5f89d7f589debe8b9 | author: Byron Katz
commit: 871ecc47278f4a87c097397a494cb6f0dc2a3e22 | author: Byron Katz
commit: acbe0848427328f8b7a1417cbaec7249c52b2685 | author: Byron Katz
commit: 54bdbde81c200bda9bec2736404ca90828be0aa0 | author: Byron Katz
commit: 875d29bc6e14db740ccb4e54cb29d1f54b240249 | author: Byron Katz
